,SVM,DecTree,Percep,SGD,RandF,LogR,KNN,GauNB
681,0,0,1,1,0,0,0,0
682,0,1,1,1,1,1,0,0
683,0,0,1,0,0,0,0,0
684,1,0,1,0,1,1,1,0
685,0,1,1,0,1,1,1,1
686,0,0,1,0,0,0,1,0
687,1,0,1,1,1,0,0,0
688,0,0,0,0,0,0,0,0
689,0,0,1,0,0,0,0,0
690,0,0,1,1,0,1,0,1
691,0,0,0,1,0,0,0,0
692,0,0,1,1,0,0,0,0
693,0,0,1,1,0,0,0,0
694,0,0,1,1,1,0,0,0
695,0,0,1,1,0,0,0,0
696,0,0,1,0,0,0,0,0
697,0,0,1,0,0,0,0,0
698,0,0,0,0,0,0,0,0
699,0,1,1,0,1,1,0,1
700,0,0,1,0,0,0,0,0
701,0,1,1,1,1,1,1,1
702,1,1,1,0,1,1,1,1
703,0,0,1,1,0,0,0,0
704,0,1,1,1,1,1,0,1
705,1,0,1,0,0,0,1,0
706,0,0,0,1,0,0,1,0
707,0,1,1,1,1,1,1,1
708,0,1,1,1,1,1,1,0
709,1,1,1,1,1,1,1,1
710,1,1,1,1,1,1,1,1
711,1,1,0,1,1,1,1,1
712,0,0,1,1,0,0,0,0
713,1,1,1,0,1,1,1,0
714,0,0,1,1,0,0,0,0
715,0,0,1,0,1,1,0,0
716,1,1,1,1,1,1,1,1
717,0,0,1,1,0,0,0,0
718,1,0,1,0,0,1,0,0
719,0,0,1,0,1,1,1,1
720,0,0,1,0,0,0,0,0
721,0,1,1,1,1,1,1,0
722,0,0,1,1,0,1,0,0
723,0,0,1,1,0,1,1,0
724,0,0,1,1,1,0,0,1
725,1,1,1,0,1,1,1,1
726,1,1,1,0,1,1,1,0
727,1,1,1,1,1,1,1,0
728,1,1,1,1,1,1,1,1
729,0,0,1,1,1,1,0,1
730,0,0,1,1,1,1,0,1
731,0,0,1,1,0,0,0,0
732,1,1,1,1,1,1,1,1
733,1,0,1,0,1,1,0,1
734,1,0,1,1,1,1,1,1
735,0,0,1,1,1,1,0,0
736,0,0,1,1,1,1,0,1
737,1,1,1,1,1,1,1,0
738,1,0,1,1,1,1,1,1
739,0,0,1,1,0,1,1,0
740,1,0,1,0,0,1,1,1
741,1,0,1,1,1,1,1,1
742,0,0,1,1,0,0,0,0
743,0,1,1,0,1,1,0,0
744,0,0,1,1,0,0,0,0
745,1,0,1,1,1,1,0,1
746,1,0,1,1,0,1,0,0
747,0,1,1,1,1,1,1,1
748,0,0,1,1,1,1,1,0
749,0,1,1,1,1,1,1,0
750,0,1,1,1,1,1,1,1
751,0,0,1,0,0,0,0,0
752,1,0,1,0,1,1,1,1
753,0,1,1,1,1,1,1,1
754,1,1,1,0,1,1,0,1
755,1,0,1,1,1,1,1,1
756,0,0,1,1,1,1,1,1
757,0,1,1,0,1,1,1,1
758,0,0,1,1,1,1,1,1
759,1,0,1,0,0,0,0,0
760,0,1,1,1,1,1,1,1
761,0,0,1,1,0,0,0,0
762,1,1,1,1,1,1,1,1
763,1,1,1,0,1,1,1,1
764,1,1,1,0,1,1,0,1
765,0,1,1,0,0,1,1,1
766,1,1,0,1,0,1,1,1
767,0,0,1,1,0,0,0,0
768,0,1,1,0,1,1,0,0
769,0,0,1,0,0,1,0,0
770,0,1,1,1,1,1,1,1
771,1,1,1,0,1,1,1,0
772,1,1,1,0,1,1,1,0
773,0,0,1,0,1,1,0,0
774,1,0,1,0,1,1,0,0
775,0,1,1,1,1,1,1,1
776,0,1,1,1,0,0,0,0
777,0,0,1,0,0,0,0,0
778,0,0,1,0,0,0,0,0
779,0,1,1,1,1,1,0,0
780,0,1,1,1,1,1,1,1
781,0,1,1,1,1,1,1,1
782,0,1,1,1,0,0,1,0
783,0,1,1,1,1,1,1,0
784,0,1,1,1,1,1,0,0
785,0,0,1,1,1,1,1,0
786,0,1,0,0,1,1,1,0
787,1,0,1,1,1,1,1,1
788,0,0,1,0,1,1,1,0
789,0,1,1,1,1,1,1,1
790,0,0,1,1,0,1,0,0
791,0,1,1,0,1,1,1,1
792,0,0,1,1,0,0,0,0
793,0,0,1,1,1,1,0,0
794,0,0,1,1,0,0,0,1
795,0,0,0,0,0,0,0,0
796,0,0,1,0,0,0,0,0
797,0,0,1,0,0,0,1,1
798,0,0,1,1,0,0,0,0
799,1,0,1,1,0,1,0,1
800,1,0,1,0,0,0,1,0
801,0,0,1,1,0,0,1,0
802,0,0,1,0,0,0,1,0
803,1,0,1,1,0,0,0,0
804,0,0,1,1,0,0,0,0
805,0,0,1,0,0,0,0,0
806,0,0,1,0,0,0,0,0
807,0,1,1,1,0,1,1,1
808,0,0,0,0,0,0,0,0
809,0,0,1,0,1,1,1,1
810,0,0,1,0,0,0,0,0
811,0,1,1,1,0,1,1,1
812,0,0,1,0,0,0,0,0
813,1,0,0,1,1,0,1,0
814,0,0,1,0,1,0,0,0
815,0,0,1,1,0,0,0,0
816,0,0,1,1,0,0,0,0
817,0,0,1,0,0,0,0,0
818,0,0,1,1,1,0,1,0
819,1,0,1,1,0,0,0,0
820,0,0,1,1,1,0,1,0
821,0,0,1,1,1,1,0,0
822,0,0,1,1,1,1,0,1
823,1,0,1,1,1,1,0,0
824,0,0,1,0,0,0,0,0
825,1,0,1,1,0,1,1,1
826,0,0,1,1,0,0,0,0
827,0,0,1,0,0,0,0,0
828,0,0,1,1,0,0,0,0
829,0,0,1,1,0,0,0,0
830,0,0,1,0,0,0,1,0
831,0,0,1,1,1,0,0,0
832,1,0,1,0,1,1,1,1
833,1,0,1,1,0,0,0,0
834,1,0,1,1,0,0,1,1
835,0,0,1,0,0,0,0,0
836,0,0,1,1,1,1,0,0
837,1,0,1,0,1,1,0,1
838,0,0,0,1,0,0,0,0
839,0,0,1,0,0,0,0,0
840,0,0,1,1,0,0,0,0
841,1,0,1,1,0,0,1,0
842,1,0,1,1,0,0,0,0
843,1,0,0,1,0,0,1,0
844,1,1,1,1,1,1,1,1
845,0,1,1,0,0,0,1,0
846,0,1,1,1,1,1,0,0
847,0,1,1,1,1,1,1,0
848,0,1,0,0,1,1,1,1
849,0,1,1,1,1,1,1,0
850,1,1,1,0,1,1,0,0
851,0,0,0,0,0,0,0,0
852,0,1,1,0,1,1,1,0
853,0,0,0,1,0,0,0,0
854,0,1,1,1,1,1,1,0
855,0,1,1,1,1,1,1,0
856,1,1,1,1,1,1,1,1
857,0,0,1,0,0,0,0,0
858,0,1,1,0,1,1,1,1
859,0,1,0,0,1,1,1,0
860,0,0,1,1,0,1,0,0
861,1,1,1,0,1,1,1,0
862,0,1,1,1,1,1,1,0
863,0,1,1,1,1,0,0,0
864,0,0,1,1,0,0,0,0
865,1,0,1,1,0,0,0,1
866,0,0,1,1,0,0,0,0
867,0,1,1,1,1,1,1,1
868,0,1,1,1,0,0,0,0
869,0,0,1,1,0,0,0,0
870,0,0,1,0,0,0,0,0
871,1,1,1,1,0,0,1,0
872,0,1,1,1,1,1,0,0
873,0,1,1,1,1,1,1,0
874,0,0,1,1,0,0,0,0
875,0,0,1,0,0,0,0,0
876,0,1,1,1,1,0,1,1
877,0,1,1,1,0,0,1,0
878,0,1,1,1,0,0,1,0
879,1,0,1,1,0,0,1,1
880,1,1,1,1,0,1,1,0
881,0,1,1,0,1,1,1,1
882,0,1,1,1,1,1,1,1
883,0,1,1,1,1,1,1,1
884,0,1,1,0,1,0,0,0
885,1,1,1,1,1,1,1,1
886,1,1,1,0,1,1,0,0
887,0,1,1,1,1,1,1,1
888,0,0,1,1,0,1,1,0
889,0,0,1,1,0,0,0,0
890,0,0,1,1,0,0,0,0
891,0,1,1,1,1,1,1,1
892,1,0,1,0,0,1,0,1
893,0,0,0,1,0,0,0,0
894,1,1,1,0,1,1,1,1
895,0,1,1,1,1,1,1,1
896,0,1,1,1,1,1,1,1
897,0,0,1,0,0,0,0,0
898,0,1,1,0,1,1,1,0
899,1,0,1,0,0,1,0,0
900,1,1,1,1,1,0,1,1
901,0,1,1,1,1,1,1,1
902,0,1,1,1,1,1,1,1
903,1,1,1,0,1,1,1,0
904,1,1,1,0,1,1,1,1
905,0,0,1,0,0,0,0,0
906,0,1,1,1,1,0,1,1
907,0,1,1,0,1,1,1,1
908,0,1,1,1,1,1,0,0
909,1,1,1,1,1,1,0,1
910,0,1,1,0,1,1,1,1
911,1,1,1,1,1,1,1,1
912,0,1,1,1,1,1,1,1
913,1,1,1,1,1,1,1,0
914,1,1,1,1,1,1,1,1
915,1,1,1,0,1,0,1,1
916,0,1,1,1,1,1,1,1
917,0,1,1,1,1,1,1,1
918,0,1,0,0,1,1,1,1
919,1,1,1,0,1,1,1,1
920,0,1,1,1,1,1,1,1
921,1,1,1,1,0,0,1,0
922,0,1,0,0,1,1,1,0
923,0,1,1,1,0,0,1,0
924,0,1,1,0,1,1,1,1
925,0,1,0,0,1,1,1,0
926,0,1,1,1,1,1,1,0
927,1,1,1,1,0,0,1,0
928,1,1,1,1,1,1,1,1
929,1,1,1,1,1,1,1,1
930,0,1,1,1,1,0,0,0
931,1,1,0,1,1,0,1,1
932,1,1,0,1,1,1,1,1
933,0,0,1,0,1,0,0,1
934,0,1,0,1,1,1,1,1
935,0,1,1,1,1,1,1,1
936,0,0,1,0,0,0,1,0
937,1,1,1,0,1,1,1,1
938,0,1,1,1,1,1,1,1
939,0,0,1,1,0,0,0,0
940,1,1,1,1,1,1,1,1
941,1,0,0,1,0,0,1,0
942,0,1,1,0,1,0,1,1
943,1,1,1,1,1,1,1,1
944,0,1,0,0,1,1,1,1
945,1,0,1,1,0,0,0,0
946,0,1,1,0,0,0,1,0
947,0,1,1,0,1,1,1,0
948,0,1,1,1,1,1,1,0
949,1,1,1,1,1,1,1,1
950,0,1,1,1,0,0,0,1
951,0,0,1,0,0,0,0,0
952,0,1,1,0,1,0,1,1
953,1,1,1,1,1,1,1,1
954,1,1,1,1,1,0,1,1
955,0,1,1,0,0,0,1,0
956,0,1,1,1,1,1,1,0
957,0,1,1,1,1,1,1,0
958,0,1,1,1,1,1,1,1
959,0,1,1,1,1,1,1,0
960,0,0,1,1,0,0,1,0
961,1,1,1,1,1,1,1,1
962,0,1,1,1,1,1,1,1
963,0,0,1,1,0,0,0,0
964,1,1,1,1,1,1,1,1
965,0,1,1,1,1,1,0,0
966,1,1,1,1,1,1,1,1
967,0,1,1,1,1,1,1,1
968,1,1,1,0,1,1,1,0
969,1,0,1,1,0,0,0,0
970,1,1,1,1,1,0,1,0
971,1,1,0,1,1,1,0,1
972,1,1,1,1,1,1,1,1
973,0,1,1,0,1,1,1,1
974,0,1,1,1,1,1,1,1
975,0,1,1,0,0,0,1,1
976,0,0,1,0,0,0,1,1
977,0,0,1,0,1,1,1,1
978,0,1,1,1,0,0,1,0
979,0,1,1,1,1,1,1,1
980,0,1,1,1,1,1,1,1
981,1,1,1,1,1,1,1,1
982,1,0,1,1,0,0,0,0
983,1,1,1,0,1,1,1,1
984,0,1,1,1,1,0,1,1
985,0,1,0,0,1,1,1,0
986,0,1,1,1,0,0,1,0
987,1,0,1,1,0,0,0,0
988,1,1,1,1,1,1,1,1
989,0,1,1,1,1,1,1,1
990,0,1,1,1,1,1,1,1
991,1,1,1,1,1,1,1,1
992,1,1,1,0,1,1,0,1
993,1,1,1,1,1,1,0,0
994,1,0,0,0,0,0,0,0
995,1,1,1,1,1,1,1,1
996,1,1,1,1,1,1,0,0
997,1,1,1,0,1,1,1,1
998,0,1,1,1,1,1,1,0
999,1,1,1,1,1,1,1,0
1000,1,1,1,1,1,0,1,0
1001,1,1,1,0,1,1,1,1
1002,0,1,1,1,1,1,1,1
1003,0,0,1,0,1,0,1,0
1004,1,0,1,1,0,0,0,0
1005,0,1,1,0,1,1,1,1
1006,0,1,1,1,1,1,1,0
1007,0,1,0,0,1,0,1,0
1008,0,1,1,0,1,1,1,0
1009,0,0,1,1,0,0,0,0
1010,0,1,1,1,1,1,1,0
1011,1,1,1,0,0,0,1,0
1012,0,0,1,1,0,0,0,0
1013,0,0,1,1,0,0,1,0
1014,0,1,1,1,0,1,1,0
1015,1,1,1,1,1,1,1,1
1016,0,0,1,1,0,0,0,0
1017,1,1,0,1,1,1,0,1
1018,0,1,0,1,1,1,1,1
1019,1,0,1,1,0,0,0,0
1020,0,1,1,0,1,1,1,0
1021,0,1,1,1,0,0,0,0
1022,1,0,0,1,0,0,0,0
1023,0,1,1,0,1,1,1,1
1024,1,1,1,1,1,1,1,1
1025,0,0,1,1,0,0,0,0
1026,1,1,0,0,1,1,1,0
1027,0,1,1,0,1,1,1,0
1028,0,1,1,1,1,1,1,1
1029,0,0,1,1,0,0,0,0
1030,1,1,1,0,1,1,0,1
1031,0,0,1,0,0,0,0,0
1032,0,0,1,1,0,0,0,0
1033,1,1,1,1,1,1,1,1
1034,1,1,1,0,1,1,1,1
1035,0,0,0,0,0,0,0,0
1036,0,0,1,1,1,1,0,1
1037,1,0,1,1,0,0,0,0
1038,0,0,1,0,0,0,0,1
1039,0,0,1,1,0,0,0,0
1040,0,1,1,0,0,1,1,1
1041,0,1,1,1,1,1,1,0
1042,0,1,1,1,1,1,1,1
1043,1,1,1,1,1,1,1,1
1044,1,1,1,0,1,1,1,1
1045,0,1,0,0,0,0,1,0
1046,0,0,1,1,0,0,0,0
1047,0,0,0,0,0,0,0,0
1048,0,1,1,1,1,1,1,1
1049,0,1,1,0,1,1,1,1
1050,0,1,1,1,1,1,0,1
1051,0,0,1,1,0,0,0,0
1052,0,1,1,0,1,1,0,0
1053,1,1,1,0,0,0,1,0
1054,0,0,1,1,0,0,0,0
1055,0,0,1,1,0,0,0,0
1056,0,0,1,1,0,0,0,0
1057,1,0,1,0,0,0,1,0
1058,0,0,1,0,0,0,0,0
1059,1,0,1,1,0,0,0,1
1060,1,0,1,0,0,0,0,0
1061,0,0,1,1,0,0,0,0
1062,0,0,1,1,0,0,0,0
1063,1,1,1,0,1,0,1,0
1064,1,0,1,1,0,0,0,0
1065,0,0,1,1,0,0,1,0
1066,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1
1068,0,0,1,1,0,0,0,0
1069,1,1,1,0,1,1,1,1
1070,0,0,1,1,0,0,0,0
1071,0,0,1,1,0,1,0,0
1072,1,0,1,1,0,1,1,1
1073,0,0,1,1,0,0,1,1
1074,1,1,1,1,1,1,1,1
1075,1,0,1,0,1,1,0,1
1076,1,1,1,1,0,0,0,1
1077,1,1,1,0,1,1,1,1
1078,0,1,1,1,1,1,1,1
1079,0,1,1,0,1,1,1,0
1080,0,0,1,1,0,0,0,0
1081,0,0,0,0,0,0,0,0
1082,1,1,1,0,1,1,1,1
1083,1,0,1,0,0,0,0,0
1084,0,1,1,0,0,0,0,0
1085,0,0,1,1,0,0,0,0
1086,0,0,1,0,0,0,0,0
1087,1,0,1,1,0,0,0,0
1088,0,1,1,0,1,1,1,1
1089,0,1,1,0,1,1,1,1
1090,0,1,1,1,1,1,0,1
1091,0,1,1,1,1,1,1,1
1092,0,1,1,1,1,1,1,1
1093,1,1,1,1,1,1,1,1
1094,0,0,1,1,0,0,0,0
1095,1,1,1,0,1,1,1,1
1096,0,1,1,0,1,1,1,1
1097,0,1,1,1,1,1,1,1
1098,1,1,1,1,1,1,1,1
1099,0,1,1,1,1,1,1,1
1100,0,1,1,0,1,1,1,1
1101,1,1,1,1,1,1,1,1
1102,0,1,1,0,1,1,1,0
1103,1,1,1,0,1,1,1,1
1104,1,1,1,0,1,1,1,1
1105,0,1,1,1,1,1,1,1
1106,1,1,1,0,1,1,0,0
1107,0,1,1,0,1,1,0,0
1108,1,1,1,1,1,1,1,1
1109,0,1,1,1,1,1,1,1
1110,1,0,1,1,0,1,0,0
1111,0,0,1,0,0,0,0,0
1112,0,1,1,1,1,1,1,1
1113,0,0,1,1,1,1,0,0
1114,0,0,0,1,0,0,0,0
1115,1,1,1,1,1,1,1,0
1116,0,1,1,1,1,1,1,1
1117,1,1,1,1,1,1,0,1
1118,0,1,1,1,1,1,1,1
1119,0,0,1,1,1,1,0,0
1120,0,1,1,0,1,1,0,0
1121,0,1,1,1,1,1,1,1
1122,0,1,1,0,1,1,1,1
1123,0,1,1,0,1,1,1,1
1124,0,0,1,0,1,1,1,1
1125,0,1,1,0,1,1,0,0
1126,0,1,1,1,1,1,1,0
1127,0,1,1,1,1,1,1,1
1128,0,1,1,1,1,1,1,0
1129,0,1,0,0,1,1,1,0
1130,0,1,0,1,1,1,0,0
1131,0,1,1,1,1,1,0,1
1132,1,1,1,1,1,1,1,1
1133,0,1,1,1,1,1,1,1
1134,0,0,1,0,0,0,0,0
1135,0,1,1,1,1,1,1,1
1136,1,1,1,0,1,1,1,1
1137,0,1,0,0,1,1,1,0
1138,1,1,1,0,1,1,1,1
1139,1,1,1,0,1,1,1,1
1140,1,1,1,0,1,1,0,1
1141,0,1,1,1,1,1,0,1
1142,1,1,1,1,1,1,1,1
1143,1,1,1,0,1,1,1,1
1144,0,1,0,1,1,1,0,0
1145,0,0,0,1,0,0,0,0
1146,0,1,1,1,1,1,1,1
1147,0,0,1,1,1,1,1,0
1148,1,1,1,1,1,1,1,1
1149,0,1,1,1,1,1,0,0
1150,1,1,1,1,1,1,1,0
1151,0,0,1,1,0,0,1,1
1152,0,0,1,0,0,1,1,1
1153,0,0,1,1,0,0,0,0
1154,0,0,1,1,0,0,0,0
1155,0,0,1,0,0,0,0,0
1156,0,0,1,1,0,0,1,1
1157,0,0,1,1,0,0,0,0
1158,0,0,1,0,0,0,0,0
1159,0,1,1,1,0,0,0,0
1160,1,1,1,1,0,0,0,0
1161,1,0,1,1,0,0,0,1
1162,0,0,1,1,0,0,0,0
1163,0,0,1,1,0,0,0,0
1164,0,0,1,1,0,0,0,0
1165,1,0,1,0,0,0,0,1
1166,1,0,1,0,0,0,0,0
1167,0,0,1,1,0,1,0,0
1168,0,1,1,1,0,0,1,0
1169,1,0,1,0,0,0,0,1
1170,0,0,1,1,0,0,0,0
1171,0,0,1,0,0,0,0,0
1172,1,0,1,1,0,0,0,0
1173,0,0,1,0,0,0,0,0
1174,0,0,0,1,0,0,0,0
1175,0,0,1,1,0,0,0,0
1176,0,0,0,0,0,0,0,0
1177,1,1,1,0,1,1,1,1
1178,0,1,1,0,0,1,1,1
1179,0,0,1,0,0,0,0,0
1180,0,1,1,0,1,1,0,0
1181,0,0,0,1,0,1,0,0
1182,1,1,1,1,0,1,1,1
1183,1,1,1,0,1,1,1,0
1184,1,1,1,0,1,1,1,0
1185,0,0,1,1,1,1,0,0
1186,0,0,1,0,1,1,0,0
1187,1,1,0,1,1,1,1,1
1188,1,1,1,1,0,0,0,0
1189,0,0,1,0,0,0,0,0
1190,0,0,1,1,0,0,0,0
1191,1,1,0,1,1,1,0,0
1192,0,1,1,0,1,1,1,1
1193,0,1,1,1,1,1,1,1
1194,0,1,1,1,1,0,1,0
1195,0,1,1,0,1,1,1,0
1196,0,1,0,1,1,1,0,0
1197,0,0,1,1,1,1,1,0
1198,0,1,1,1,1,1,1,0
1199,1,0,1,1,1,1,1,1
1200,0,0,1,0,1,1,1,0
1201,0,1,1,0,1,1,1,1
1202,0,0,1,1,0,0,0,0
1203,1,1,1,1,1,1,1,1
1204,0,0,1,0,0,0,0,0
1205,0,1,1,1,1,1,1,1
1206,0,0,1,0,0,0,1,0
1207,0,0,1,1,0,0,0,0
1208,0,1,1,1,1,1,1,1
1209,0,1,1,1,1,1,0,0
1210,0,0,0,0,0,0,0,0
1211,1,1,0,1,0,0,1,0
1212,1,1,1,1,1,1,1,0
1213,1,0,1,1,0,0,1,0
1214,0,1,1,0,1,1,1,0
1215,0,1,1,1,1,1,0,0
1216,1,0,1,1,0,0,1,0
1217,0,0,1,0,0,1,1,0
1218,0,1,1,1,1,1,0,0
1219,1,1,0,1,1,1,1,0
1220,1,1,1,1,1,1,1,1
1221,0,1,1,1,1,1,0,0
1222,1,1,1,0,1,1,1,0
1223,0,0,1,1,0,0,0,0
1224,0,0,0,1,0,0,0,0
1225,0,0,1,0,0,0,1,0
1226,0,0,1,1,0,1,1,1
1227,0,1,1,1,1,1,1,0
1228,0,0,0,0,0,0,0,0
1229,0,0,1,0,0,0,0,0
1230,1,0,1,1,0,0,0,1
1231,0,0,1,0,0,0,0,0
1232,0,0,1,1,0,1,1,1
1233,1,1,1,1,1,1,1,0
1234,1,0,1,0,0,1,1,0
1235,0,0,1,0,0,0,0,0
1236,0,0,1,1,0,0,0,0
1237,1,1,1,0,1,0,1,1
1238,0,0,1,0,0,0,0,0
1239,0,0,1,1,0,0,0,0
1240,0,0,1,1,0,1,0,1
1241,0,0,1,1,0,0,0,0
1242,0,0,1,1,0,0,0,0
1243,1,0,1,0,0,0,0,0
1244,0,1,1,1,1,1,1,0
1245,0,1,1,0,0,1,1,1
1246,1,1,1,1,1,1,1,1
1247,1,0,1,0,0,0,0,0
1248,0,0,0,1,0,0,0,0
1249,0,0,1,0,0,0,0,0
1250,0,1,1,1,0,1,1,0
1251,0,0,1,0,0,0,1,0
1252,0,0,1,1,0,0,0,0
1253,0,0,1,1,0,0,0,0
1254,1,1,1,0,1,1,1,1
1255,1,0,1,1,0,1,0,1
1256,0,0,1,0,0,0,0,0
1257,0,0,1,0,0,0,0,0
1258,0,1,0,0,1,0,0,0
1259,0,0,1,1,0,1,0,0
1260,0,1,1,0,0,1,1,0
1261,0,1,1,1,1,1,1,1
1262,0,1,1,0,1,1,1,0
1263,0,0,1,0,0,1,0,0
1264,0,0,1,1,1,1,0,1
1265,1,1,1,1,1,1,1,1
1266,0,1,1,0,1,1,1,0
1267,1,1,1,0,1,1,1,0
1268,1,0,1,0,1,0,0,1
1269,1,1,0,0,1,1,1,1
1270,1,1,1,1,1,1,1,1
1271,1,1,1,1,1,1,1,0
1272,1,1,1,1,1,1,1,1
1273,1,1,1,0,0,1,1,0
1274,1,1,1,0,1,1,1,1
1275,1,1,1,0,1,1,1,1
1276,1,1,1,0,1,1,1,1
1277,0,1,1,1,1,1,1,0
1278,1,1,1,1,0,1,1,1
1279,0,0,1,1,0,0,0,0
1280,1,1,1,0,1,1,1,1
1281,1,1,1,1,1,1,1,1
1282,1,0,1,1,0,1,1,0
1283,1,1,1,1,1,1,1,1
1284,0,1,1,0,1,1,1,1
1285,1,1,1,0,1,1,1,1
1286,1,1,1,1,1,1,1,1
1287,1,1,1,1,0,0,1,0
1288,1,1,1,1,1,1,1,1
1289,0,1,1,0,1,1,1,1
1290,0,0,1,1,0,0,0,0
1291,1,1,1,1,1,1,0,1
1292,1,0,0,1,1,1,0,1
1293,0,1,1,1,1,1,1,1
1294,0,0,0,1,0,0,0,0
1295,1,1,1,1,1,1,1,0
1296,0,1,1,0,1,1,1,1
1297,0,1,1,1,1,1,1,1
1298,0,1,1,0,1,1,1,1
1299,1,0,1,1,0,1,0,0
1300,0,1,1,0,1,1,0,0
1301,1,1,1,0,1,1,1,0
1302,0,0,1,1,1,1,0,0
1303,1,1,1,1,1,1,1,1
1304,1,1,1,1,1,1,0,1
1305,0,0,1,0,1,1,1,1
1306,0,1,1,0,1,1,1,0
1307,0,1,1,0,1,1,1,0
1308,0,1,1,1,1,1,1,1
1309,0,0,1,1,0,0,0,0
1310,1,1,1,1,1,1,1,1
1311,1,1,1,1,1,1,1,1
1312,1,1,1,0,1,1,1,1
1313,0,1,1,1,1,1,1,1
1314,1,1,1,1,1,1,1,1
1315,0,1,1,1,1,1,1,0
1316,0,1,1,1,1,1,1,1
1317,1,1,1,1,1,1,1,1
1318,1,1,1,1,1,1,1,1
1319,1,1,1,0,1,1,1,1
1320,0,0,1,1,1,1,1,0
1321,1,0,1,1,0,1,0,0
1322,0,1,1,1,1,1,1,0
1323,0,1,1,1,1,1,1,0
1324,1,1,1,1,1,1,1,1
1325,1,1,1,1,1,1,1,0
1326,0,1,1,0,1,1,1,0
1327,1,0,1,1,0,1,0,0
1328,0,1,1,1,1,1,1,1
1329,0,1,1,1,0,0,1,1
1330,0,1,1,1,1,1,0,0
1331,0,0,1,1,0,0,0,0
1332,1,1,1,1,1,1,1,0
1333,0,1,1,1,0,0,0,0
1334,0,0,1,0,0,1,0,0
1335,1,1,1,0,1,1,1,0
1336,0,0,1,0,0,0,1,0
1337,0,0,1,1,1,1,0,0
1338,0,0,0,1,0,1,1,0
1339,0,0,1,1,1,1,0,1
1340,0,0,1,1,0,0,0,0
1341,0,1,1,1,1,1,1,1
1342,0,0,1,1,0,0,0,0
